STATION,DATE,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN
USW00013882,9/10/1997,0.44,,,73.5,83,64
USW00013882,9/11/1997,0,,,71,80,62
USW00013882,9/12/1997,0,,,70,82,58
USW00013882,9/13/1997,0,,,71.5,84,59
USW00013882,9/14/1997,0,,,71,83,59
USW00013882,9/15/1997,0,,,72.5,86,59
USW00013882,9/16/1997,0,,,73.5,88,59
USW00013882,9/17/1997,0,,,75.5,89,62
USW00013882,9/18/1997,0,,,79.5,92,67
USW00013882,9/19/1997,0,,,78,93,63
USW00013882,9/20/1997,0,,,78.5,93,64
USW00013882,9/21/1997,0,,,76,84,68
USW00013882,9/22/1997,0,,,66,73,59
USW00013882,9/23/1997,0.07,,,69.5,75,64
USW00013882,9/24/1997,1.29,,,66,69,63
USW00013882,9/25/1997,0.57,,,68,75,61
USW00013882,9/26/1997,0.01,,,70.5,80,61
USW00013882,9/27/1997,0.13,,,72.5,84,61
USW00013882,9/28/1997,0.04,,,69,74,64
USW00013882,9/29/1997,0,,,66,78,54
USW00013882,9/30/1997,0,,,68,83,53
USW00013882,10/1/1997,0,,,64,76,52
USW00013882,10/2/1997,0,,,60.5,73,48
USW00013882,10/3/1997,0,,,62.5,77,48
USW00013882,10/4/1997,0,,,66,81,51
USW00013882,10/5/1997,0,,,66.5,82,51
USW00013882,10/6/1997,0,,,70.5,84,57
USW00013882,10/7/1997,0,,,72,85,59
USW00013882,10/8/1997,0,,,71.5,84,59
USW00013882,10/9/1997,0,,,71,81,61
USW00013882,10/10/1997,0,,,72.5,84,61
USW00013882,10/11/1997,0,,,72.5,83,62
USW00013882,10/12/1997,0,,,70.5,81,60
USW00013882,10/13/1997,0,,,74,79,69
USW00013882,10/14/1997,0.53,,,59,69,49
USW00013882,10/15/1997,0,,,58,67,49
USW00013882,10/16/1997,0,,,57.5,66,49
USW00013882,10/17/1997,0.03,,,54,59,49
USW00013882,10/18/1997,0,,,55,66,44
USW00013882,10/19/1997,0,,,58,70,46
USW00013882,10/20/1997,0,,,56.5,72,41
USW00013882,10/21/1997,0.17,,,52.5,61,44
USW00013882,10/22/1997,0.01,,,49.5,61,38
USW00013882,10/23/1997,0,,,49,65,33
USW00013882,10/24/1997,0.81,,,56,61,51
USW00013882,10/25/1997,1.72,,,61.5,66,57
USW00013882,10/26/1997,1.97,,,62.5,70,55
USW00013882,10/27/1997,0,,,49,55,43
USW00013882,10/28/1997,0,,,46.5,57,36
USW00013882,10/29/1997,0,,,50,64,36
USW00013882,10/30/1997,0,,,50.5,67,34
USW00013882,10/31/1997,0,,,54,68,40
USW00013882,11/1/1997,0.61,,,59.5,65,54
USW00013882,11/2/1997,0.01,,,50.5,61,40
USW00013882,11/3/1997,0,,,47,54,40
USW00013882,11/4/1997,0,,,43.5,53,34
USW00013882,11/5/1997,0,,,49,61,37
USW00013882,11/6/1997,0.29,,,49,52,46
USW00013882,11/7/1997,0.01,,,49,54,44
USW00013882,11/8/1997,0,,,46.5,50,43
USW00013882,11/9/1997,0,,,47,57,37
USW00013882,11/10/1997,0.03,,,43,49,37
USW00013882,11/11/1997,0,,,46,54,38
USW00013882,11/12/1997,0.09,,,40.5,45,36
USW00013882,11/13/1997,0.2,,,44.5,48,41
USW00013882,11/14/1997,0.05,,,44,47,41
USW00013882,11/15/1997,0,,,38,44,32
USW00013882,11/16/1997,0,,,33.5,41,26
USW00013882,11/17/1997,0,,,33.5,45,22
USW00013882,11/18/1997,0,,,36.5,51,22
USW00013882,11/19/1997,0,,,46,58,34
USW00013882,11/20/1997,0,,,45.5,62,29
USW00013882,11/21/1997,0.43,,,49.5,54,45
USW00013882,11/22/1997,0,,,55,62,48
USW00013882,11/23/1997,0,,,47,59,35
USW00013882,11/24/1997,0,,,41.5,53,30
USW00013882,11/25/1997,0,,,41.5,57,26
USW00013882,11/26/1997,0,,,42.5,55,30
USW00013882,11/27/1997,0,,,45.5,61,30
USW00013882,11/28/1997,0,,,51.5,67,36
USW00013882,11/29/1997,0.07,,,53.5,62,45
USW00013882,11/30/1997,0.18,,,60.5,68,53
USW00013882,12/1/1997,0,0,0,47,55,39
USW00013882,12/2/1997,0,0,0,46.5,56,37
USW00013882,12/3/1997,0.48,0,0,49,55,43
USW00013882,12/4/1997,0,0,0,47,54,40
USW00013882,12/5/1997,0,0,0,38.5,44,33
USW00013882,12/6/1997,0,0,0,31.5,36,27
USW00013882,12/7/1997,0,0,0,33.5,41,26
USW00013882,12/8/1997,0.23,0,0,31.5,37,26
USW00013882,12/9/1997,0.01,0,0,41,46,36
USW00013882,12/10/1997,0.31,0,0,52.5,62,43
USW00013882,12/11/1997,0,0,0,40.5,43,38
USW00013882,12/12/1997,0,0,0,38,42,34
USW00013882,12/13/1997,0,0,0,37,41,33
USW00013882,12/14/1997,0,0,0,35.5,44,27
USW00013882,12/15/1997,0,0,0,36,51,21
USW00013882,12/16/1997,0,0,0,39.5,57,22
USW00013882,12/17/1997,0,0,0,42.5,60,25
USW00013882,12/18/1997,0,0,0,42,58,26
USW00013882,12/19/1997,0,0,0,45,63,27
USW00013882,12/20/1997,0,0,0,49,66,32
USW00013882,12/21/1997,0.61,0,0,44,51,37
USW00013882,12/22/1997,0.02,0,0,51,54,48
USW00013882,12/23/1997,0.15,0,0,47.5,50,45
USW00013882,12/24/1997,1.05,0,0,48.5,53,44
USW00013882,12/25/1997,0,0,0,44.5,51,38
USW00013882,12/26/1997,0.11,0,0,43,52,34
USW00013882,12/27/1997,0.14,0,0,37,42,32
USW00013882,12/28/1997,0,0,0,34,43,25
USW00013882,12/29/1997,0.16,1.6,2,32.5,37,28
USW00013882,12/30/1997,0.03,0.3,0,34,37,31
USW00013882,12/31/1997,0,0,0,31,39,23
USW00013882,1/1/1998,0,,,32,46,18
USW00013882,1/2/1998,0,,,39.5,56,23
USW00013882,1/3/1998,0,,,47,65,29
USW00013882,1/4/1998,0,,,49.5,64,35
USW00013882,1/5/1998,0.11,,,53.5,63,44
USW00013882,1/6/1998,1.12,,,64,68,60
USW00013882,1/7/1998,2.23,,,66,69,63
USW00013882,1/8/1998,0.12,,,58,67,49
USW00013882,1/9/1998,0,,,43,49,37
USW00013882,1/10/1998,0,,,38.5,47,30
USW00013882,1/11/1998,0.11,,,39,43,35
USW00013882,1/12/1998,0.03,,,44.5,51,38
USW00013882,1/13/1998,0.04,,,52,59,45
USW00013882,1/14/1998,0.04,,,45,50,40
USW00013882,1/15/1998,1.07,,,43.5,46,41
USW00013882,1/16/1998,0.23,,,44,48,40
USW00013882,1/17/1998,0,,,39,44,34
USW00013882,1/18/1998,0.24,,,36.5,43,30
USW00013882,1/19/1998,0.02,,,39,44,34
USW00013882,1/20/1998,0,,,37,48,26
USW00013882,1/21/1998,0.01,,,39.5,50,29
USW00013882,1/22/1998,0.46,,,45.5,48,43
USW00013882,1/23/1998,0.24,,,45,49,41
USW00013882,1/24/1998,0,,,37.5,41,34
USW00013882,1/25/1998,0,,,38,48,28
USW00013882,1/26/1998,0,,,42,54,30
USW00013882,1/27/1998,0.57,,,41.5,46,37
USW00013882,1/28/1998,0,,,47.5,59,36
USW00013882,1/29/1998,0,,,46,63,29
USW00013882,1/30/1998,0,,,45.5,55,36
USW00013882,1/31/1998,0,,,40.5,51,30
USW00013882,2/1/1998,0,,,41.5,55,28
USW00013882,2/2/1998,0.08,,,46,48,44
USW00013882,2/3/1998,1.88,,,43,48,38
USW00013882,2/4/1998,0.7,,,35.5,38,33
USW00013882,2/5/1998,0,,,34.5,37,32
USW00013882,2/6/1998,0,,,36,39,33
USW00013882,2/7/1998,0,,,40.5,44,37
USW00013882,2/8/1998,0,,,43,49,37
USW00013882,2/9/1998,0,,,44,50,38
USW00013882,2/10/1998,0,,,46,59,33
USW00013882,2/11/1998,0.27,,,51.5,56,47
USW00013882,2/12/1998,0,,,45,48,42
USW00013882,2/13/1998,0,,,44,49,39
USW00013882,2/14/1998,0,,,43,53,33
USW00013882,2/15/1998,0,,,44,59,29
USW00013882,2/16/1998,0.52,,,52,59,45
USW00013882,2/17/1998,0.95,,,53,57,49
USW00013882,2/18/1998,0.04,,,48,51,45
USW00013882,2/19/1998,0,,,51,58,44
USW00013882,2/20/1998,0,,,46.5,54,39
USW00013882,2/21/1998,0,,,49.5,62,37
USW00013882,2/22/1998,0.67,,,42.5,49,36
USW00013882,2/23/1998,0.2,,,44,49,39
USW00013882,2/24/1998,0,,,49.5,67,32
USW00013882,2/25/1998,0,,,51.5,69,34
USW00013882,2/26/1998,0.6,,,54.5,73,36
USW00013882,2/27/1998,0,,,61,69,53
USW00013882,2/28/1998,0,,,58,68,48
USW00013882,3/1/1998,0,,,48.5,61,36
USW00013882,3/2/1998,0,,,42,51,33
USW00013882,3/3/1998,0,,,39,45,33
USW00013882,3/4/1998,0.05,,,48,59,37
USW00013882,3/5/1998,0.34,,,47.5,50,45
USW00013882,3/6/1998,0.08,,,53,58,48
USW00013882,3/7/1998,1.68,,,52,54,50
USW00013882,3/8/1998,1.63,,,60,69,51
USW00013882,3/9/1998,0.01,,,47,58,36
USW00013882,3/10/1998,0,,,31.5,37,26
USW00013882,3/11/1998,0,,,32,41,23
USW00013882,3/12/1998,0,,,29,39,19
USW00013882,3/13/1998,0,,,36.5,50,23
USW00013882,3/14/1998,0,,,48.5,66,31
USW00013882,3/15/1998,0,,,49.5,63,36
USW00013882,3/16/1998,0.02,,,48.5,53,44
USW00013882,3/17/1998,0.01,,,49.5,52,47
USW00013882,3/18/1998,1.92,,,48.5,51,46
USW00013882,3/19/1998,0.03,,,59,68,50
USW00013882,3/20/1998,0.65,,,52.5,64,41
USW00013882,3/21/1998,0,,,39,41,37
USW00013882,3/22/1998,0,,,47.5,57,38
USW00013882,3/23/1998,0.23,,,44,53,35
USW00013882,3/24/1998,0,,,51,60,42
USW00013882,3/25/1998,0,,,57.5,70,45
USW00013882,3/26/1998,0,,,65,79,51
USW00013882,3/27/1998,0,,,64,78,50
USW00013882,3/28/1998,0,,,69.5,81,58
USW00013882,3/29/1998,0,,,70,84,56
USW00013882,3/30/1998,0,,,68.5,85,52
USW00013882,3/31/1998,0.64,,,73,82,64
USW00013882,4/1/1998,0.41,,,63,74,52
USW00013882,4/2/1998,0,,,63,80,46
USW00013882,4/3/1998,1.23,,,57,62,51
USW00013882,4/4/1998,0,,,52,56,48
USW00013882,4/5/1998,0,,,53,65,41
USW00013882,4/6/1998,0,,,55,73,37
USW00013882,4/7/1998,0,,,61,75,47
USW00013882,4/8/1998,0.07,,,70,79,61
USW00013882,4/9/1998,0,,,60,67,52
USW00013882,4/10/1998,0,,,47,52,41
USW00013882,4/11/1998,0,,,51,69,33
USW00013882,4/12/1998,0,,,55,73,37
USW00013882,4/13/1998,0,,,60,75,44
USW00013882,4/14/1998,0.14,,,67,74,59
USW00013882,4/15/1998,0.77,,,68,79,56
USW00013882,4/16/1998,0.7,,,71,78,64
USW00013882,4/17/1998,0.26,,,61,67,54
USW00013882,4/18/1998,1.33,,,54,57,51
USW00013882,4/19/1998,0.74,,,58,65,50
USW00013882,4/20/1998,0,,,56,65,46
USW00013882,4/21/1998,0,,,56,68,43
USW00013882,4/22/1998,0.19,,,56,63,49
USW00013882,4/23/1998,0.06,,,56,64,47
USW00013882,4/24/1998,0,,,57,71,43
USW00013882,4/25/1998,0,,,60,75,44
USW00013882,4/26/1998,0,,,64,76,52
USW00013882,4/27/1998,0.01,,,63,74,52
USW00013882,4/28/1998,0,,,57,63,51
USW00013882,4/29/1998,0.19,,,59,68,50
USW00013882,4/30/1998,0.85,,,63,65,60
USW00013882,5/1/1998,0,0,0,62,68,56
USW00013882,5/2/1998,0.05,0,0,66,77,54
USW00013882,5/3/1998,0,0,0,62,72,52
USW00013882,5/4/1998,0,0,0,59,71,46
USW00013882,5/5/1998,0,0,0,63,76,49
USW00013882,5/6/1998,0.05,0,0,67,79,54
USW00013882,5/7/1998,0.71,0,0,73,85,61
USW00013882,5/8/1998,0,0,0,67,76,57
USW00013882,5/9/1998,0,0,0,67,77,57
USW00013882,5/10/1998,0.44,0,0,68,73,62
USW00013882,5/11/1998,0,0,0,68,80,56
USW00013882,5/12/1998,0,0,0,68,83,52
USW00013882,5/13/1998,0,0,0,73,89,57
USW00013882,5/14/1998,0,0,0,76,89,62
USW00013882,5/15/1998,0,0,0,77,89,64
USW00013882,5/16/1998,0,0,0,77,86,68
USW00013882,5/17/1998,0,0,0,75,87,62
USW00013882,5/18/1998,0,0,0,72,88,56
USW00013882,5/19/1998,0,0,0,73,90,56
USW00013882,5/20/1998,0,0,0,78,91,65
USW00013882,5/21/1998,0.05,0,0,79,91,66
USW00013882,5/22/1998,0,0,0,77,87,67
USW00013882,5/23/1998,0,0,0,81,91,71
USW00013882,5/24/1998,0,0,0,79,85,73
USW00013882,5/25/1998,0,0,0,79,90,67
USW00013882,5/26/1998,0.03,0,0,78,89,67
USW00013882,5/27/1998,0,0,0,77,87,67
USW00013882,5/28/1998,0,0,0,79,91,67
USW00013882,5/29/1998,0,0,0,77,87,66
USW00013882,5/30/1998,0.08,0,0,78,85,71
USW00013882,5/31/1998,0,0,0,78,88,68
USW00013882,6/1/1998,0.06,,,82,93,70
USW00013882,6/2/1998,0,,,83,97,68
USW00013882,6/3/1998,0,,,83,96,70
USW00013882,6/4/1998,2.42,,,77,85,69
USW00013882,6/5/1998,1.18,,,78,88,68
USW00013882,6/6/1998,0.23,,,65,73,56
USW00013882,6/7/1998,0,,,63,75,51
USW00013882,6/8/1998,0,,,65,78,52
USW00013882,6/9/1998,0.04,,,70,78,62
USW00013882,6/10/1998,0.54,,,75,84,66
USW00013882,6/11/1998,0,,,78,89,66
USW00013882,6/12/1998,0,,,80,91,69
USW00013882,6/13/1998,0.09,,,80,89,70
USW00013882,6/14/1998,0.1,,,79,90,67
USW00013882,6/15/1998,0.33,,,80,90,69
USW00013882,6/16/1998,0.01,,,77,87,67
USW00013882,6/17/1998,0,,,76,90,61
USW00013882,6/18/1998,0,,,80,93,67
USW00013882,6/19/1998,0.3,,,76,83,69
USW00013882,6/20/1998,0,,,79,90,68
USW00013882,6/21/1998,0.04,,,78,90,66
USW00013882,6/22/1998,0,,,82,93,71
USW00013882,6/23/1998,0,,,83,94,72
USW00013882,6/24/1998,0,,,84,95,72
USW00013882,6/25/1998,0,,,84,95,73
USW00013882,6/26/1998,0,,,84,96,72
USW00013882,6/27/1998,0,,,85,96,73
USW00013882,6/28/1998,0,,,84,94,74
USW00013882,6/29/1998,0,,,84,95,73
USW00013882,6/30/1998,0.48,,,83,92,73
USW00013882,7/1/1998,0,,,80,90,70
USW00013882,7/2/1998,0,,,79,90,68
USW00013882,7/3/1998,0,,,83,94,71
USW00013882,7/4/1998,0.24,,,81,90,72
USW00013882,7/5/1998,0,,,81,91,71
USW00013882,7/6/1998,0,,,81,91,70
USW00013882,7/7/1998,0,,,84,95,72
USW00013882,7/8/1998,0,,,83,90,76
USW00013882,7/9/1998,0,,,85,96,74
USW00013882,7/10/1998,0,,,84,94,73
USW00013882,7/11/1998,0.05,,,81,90,72
USW00013882,7/12/1998,0.01,,,81,90,72
USW00013882,7/13/1998,0,,,82,88,76
USW00013882,7/14/1998,0,,,81,90,72
USW00013882,7/15/1998,0.22,,,80,90,70
USW00013882,7/16/1998,0.01,,,82,88,76
USW00013882,7/17/1998,0,,,83,93,73
USW00013882,7/18/1998,0,,,81,95,67
USW00013882,7/19/1998,0,,,86,100,72
USW00013882,7/20/1998,0,,,84,96,72
USW00013882,7/21/1998,0,,,84,97,71
USW00013882,7/22/1998,0.83,,,83,93,73
USW00013882,7/23/1998,0.66,,,81,89,73
USW00013882,7/24/1998,0.01,,,80,87,72
USW00013882,7/25/1998,0,,,79,85,73
USW00013882,7/26/1998,0,,,79,87,71
USW00013882,7/27/1998,1.32,,,77,81,73
USW00013882,7/28/1998,0.32,,,79,88,70
USW00013882,7/29/1998,0.13,,,79,87,71
USW00013882,7/30/1998,0.01,,,83,91,74
USW00013882,7/31/1998,0.94,,,80,86,73
USW00013882,8/1/1998,0.24,,,79,87,70
USW00013882,8/2/1998,0,,,78,86,70
USW00013882,8/3/1998,0,,,76,86,65
USW00013882,8/4/1998,0,,,76,88,63
USW00013882,8/5/1998,0,,,79,91,67
USW00013882,8/6/1998,0,,,80,92,68
USW00013882,8/7/1998,0,,,79,91,67
USW00013882,8/8/1998,0.04,,,80,87,72
USW00013882,8/9/1998,0.98,,,80,87,72
USW00013882,8/10/1998,0,,,78,86,70
USW00013882,8/11/1998,0,,,79,88,70
USW00013882,8/12/1998,0.37,,,79,87,70
USW00013882,8/13/1998,0.21,,,79,87,70
USW00013882,8/14/1998,0.02,,,78,83,73
USW00013882,8/15/1998,0.91,,,77,80,73
USW00013882,8/16/1998,0.06,,,79,85,72
USW00013882,8/17/1998,0,,,81,89,72
USW00013882,8/18/1998,0,,,81,90,71
USW00013882,8/19/1998,0,,,80,90,70
USW00013882,8/20/1998,0,,,78,85,71
USW00013882,8/21/1998,0,,,78,89,67
USW00013882,8/22/1998,0,,,79,90,67
USW00013882,8/23/1998,0,,,80,92,67
USW00013882,8/24/1998,0,,,80,92,68
USW00013882,8/25/1998,0,,,80,93,67
USW00013882,8/26/1998,0,,,83,97,68
USW00013882,8/27/1998,0,,,81,93,68
USW00013882,8/28/1998,0,,,81,96,66
USW00013882,8/29/1998,0.03,,,81,94,68
USW00013882,8/30/1998,0,,,83,93,72
USW00013882,8/31/1998,0,,,81,93,68
USW00013882,9/1/1998,0,,,81,94,67
USW00013882,9/2/1998,0,,,80,91,68
USW00013882,9/3/1998,0,,,79,89,68
USW00013882,9/4/1998,0,,,79,97,61
USW00013882,9/5/1998,0,,,81,98,63
USW00013882,9/6/1998,0,,,83,97,69
USW00013882,9/7/1998,0,,,83,97,68
USW00013882,9/8/1998,0,,,78,87,68
USW00013882,9/9/1998,0,,,68,80,56
USW00013882,9/10/1998,0,,,68,86,50
USW00013882,9/11/1998,0,,,72,88,56
USW00013882,9/12/1998,0,,,75,93,56
USW00013882,9/13/1998,0,,,79,97,60
USW00013882,9/14/1998,0,,,79,94,63
USW00013882,9/15/1998,0,,,78,91,64
USW00013882,9/16/1998,0,,,79,93,64
USW00013882,9/17/1998,0,,,80,92,68
USW00013882,9/18/1998,0,,,82,95,69
USW00013882,9/19/1998,0.01,,,80,92,68
USW00013882,9/20/1998,0,,,78,88,68
USW00013882,9/21/1998,0.88,,,73,77,69
USW00013882,9/22/1998,0,,,81,92,69
USW00013882,9/23/1998,0,,,75,85,64
USW00013882,9/24/1998,0,,,74,85,63
USW00013882,9/25/1998,0,,,75,87,62
USW00013882,9/26/1998,0,,,75,90,59
USW00013882,9/27/1998,0,,,79,92,66
USW00013882,9/28/1998,0,,,77,84,70
USW00013882,9/29/1998,0.58,,,75,79,70
USW00013882,9/30/1998,0,,,77,86,68
USW00013882,10/1/1998,0,,,0,84,66
USW00013882,10/2/1998,0,,,69,83,55
USW00013882,10/3/1998,0.17,,,70,78,62
USW00013882,10/4/1998,0,,,76,85,67
USW00013882,10/5/1998,0,,,76,85,67
USW00013882,10/6/1998,0,,,77,82,71
USW00013882,10/7/1998,0.48,,,72,79,65
USW00013882,10/8/1998,0,,,63,71,55
USW00013882,10/9/1998,0,,,61,70,51
USW00013882,10/10/1998,0,,,61,73,48
USW00013882,10/11/1998,0,,,63,79,47
USW00013882,10/12/1998,0,,,66,80,51
USW00013882,10/13/1998,0,,,66,80,51
USW00013882,10/14/1998,0,,,62,77,46
USW00013882,10/15/1998,0,,,63,80,45
USW00013882,10/16/1998,0,,,64,81,47
USW00013882,10/17/1998,0,,,65,81,48
USW00013882,10/18/1998,0,,,68,82,53
USW00013882,10/19/1998,0.02,,,69,77,61
USW00013882,10/20/1998,0,,,66,74,57
USW00013882,10/21/1998,0,,,66,75,57
USW00013882,10/22/1998,0,,,54,62,45
USW00013882,10/23/1998,0,,,52,65,38
USW00013882,10/24/1998,0,,,55,74,35
USW00013882,10/25/1998,0,,,57,76,38
USW00013882,10/26/1998,0,,,59,79,38
USW00013882,10/27/1998,0,,,61,81,41
USW00013882,10/28/1998,0,,,62,81,43
USW00013882,10/29/1998,0,,,64,82,46
USW00013882,10/30/1998,0,,,69,85,52
USW00013882,10/31/1998,0,,,66,82,50
USW00013882,11/1/1998,0,,,62,79,45
USW00013882,11/2/1998,0.18,,,61,66,56
USW00013882,11/3/1998,0,,,61,68,53
USW00013882,11/4/1998,0,,,52,56,47
USW00013882,11/5/1998,0,,,45,50,39
USW00013882,11/6/1998,0,,,42,53,31
USW00013882,11/7/1998,0,,,44,58,29
USW00013882,11/8/1998,0.23,,,48,52,43
USW00013882,11/9/1998,0.12,,,55,58,51
USW00013882,11/10/1998,0.99,,,63,68,58
USW00013882,11/11/1998,0,,,51,63,39
USW00013882,11/12/1998,0,,,48,62,34
USW00013882,11/13/1998,0,,,56,63,49
USW00013882,11/14/1998,1.06,,,54,56,52
USW00013882,11/15/1998,0,,,58,69,47
USW00013882,11/16/1998,0.34,,,50,55,45
USW00013882,11/17/1998,0,,,57,70,43
USW00013882,11/18/1998,0,,,56,69,43
USW00013882,11/19/1998,0,,,59,67,51
USW00013882,11/20/1998,0.22,,,51,62,40
USW00013882,11/21/1998,0,,,46,56,35
USW00013882,11/22/1998,0,,,47,63,30
USW00013882,11/23/1998,0.02,,,52,65,38
USW00013882,11/24/1998,0,,,59,73,45
USW00013882,11/25/1998,0,,,55,67,42
USW00013882,11/26/1998,0,,,54,68,40
USW00013882,11/27/1998,0,,,53,72,33
USW00013882,11/28/1998,0,,,54,72,36
USW00013882,11/29/1998,0,,,55,74,36
USW00013882,11/30/1998,0,,,54,71,37
USW00013882,12/1/1998,0,,,57,71,43
USW00013882,12/2/1998,0,,,56,74,38
USW00013882,12/3/1998,0,,,61,75,47
USW00013882,12/4/1998,0,,,60,76,44
USW00013882,12/5/1998,0.01,,,66,77,55
USW00013882,12/6/1998,0,,,66,77,55
USW00013882,12/7/1998,0.65,,,70,75,64
USW00013882,12/8/1998,1.18,,,61,72,49
USW00013882,12/9/1998,0,,,48,56,40
USW00013882,12/10/1998,0.13,,,45,56,33
USW00013882,12/11/1998,0.04,,,48,50,45
USW00013882,12/12/1998,0.76,,,45,46,44
USW00013882,12/13/1998,0.39,,,50,54,45
USW00013882,12/14/1998,0,,,49,57,41
USW00013882,12/15/1998,0,,,43,55,30
USW00013882,12/16/1998,0,,,43,59,27
USW00013882,12/17/1998,0,,,41,52,29
USW00013882,12/18/1998,0,,,39,52,25
USW00013882,12/19/1998,0.48,,,46,50,42
USW00013882,12/20/1998,0,,,51,55,47
USW00013882,12/21/1998,0.01,,,60,67,52
USW00013882,12/22/1998,0.43,,,49,68,30
USW00013882,12/23/1998,0.97,,,33,34,31
USW00013882,12/24/1998,0.79,,,34,37,30
USW00013882,12/25/1998,0,,,34,38,29
USW00013882,12/26/1998,0,,,35,41,28
USW00013882,12/27/1998,0,,,37,46,28
USW00013882,12/28/1998,0.45,,,42,43,41
USW00013882,12/29/1998,0.02,,,44,48,39
USW00013882,12/30/1998,0,,,34,39,29
USW00013882,12/31/1998,0,,,40,50,29
USW00013882,1/1/1999,0,,,35,44,25
USW00013882,1/2/1999,0.44,,,43,47,38
USW00013882,1/3/1999,0,,,31,40,21
USW00013882,1/4/1999,0,,,23,27,18
USW00013882,1/5/1999,0,,,22,30,14
USW00013882,1/6/1999,0.01,,,28,33,23
USW00013882,1/7/1999,0.03,,,38,42,33
USW00013882,1/8/1999,0.53,,,48,54,41
USW00013882,1/9/1999,0.46,,,42,59,25
USW00013882,1/10/1999,0,,,29,40,18
USW00013882,1/11/1999,0,,,35,49,21
USW00013882,1/12/1999,0,,,45,61,28
USW00013882,1/13/1999,0.16,,,57,63,51
USW00013882,1/14/1999,2.44,,,48,57,38
USW00013882,1/15/1999,0,,,39,48,30
USW00013882,1/16/1999,0,,,45,60,29
USW00013882,1/17/1999,0.04,,,44,56,32
USW00013882,1/18/1999,0.39,,,49,60,37
USW00013882,1/19/1999,0,,,46,61,30
USW00013882,1/20/1999,0,,,52,67,37
USW00013882,1/21/1999,0.03,,,60,73,47
USW00013882,1/22/1999,0,,,68,74,61
USW00013882,1/23/1999,2.29,,,60,66,54
USW00013882,1/24/1999,0,,,46,54,38
USW00013882,1/25/1999,0,,,49,65,33
USW00013882,1/26/1999,0,,,52,67,36
USW00013882,1/27/1999,0,,,57,75,39
USW00013882,1/28/1999,0,,,59,69,49
USW00013882,1/29/1999,0.38,,,57,62,51
USW00013882,1/30/1999,0.93,,,52,53,51
USW00013882,1/31/1999,1.67,,,46,53,39
USW00013882,2/1/1999,0.31,,,43,45,40
USW00013882,2/2/1999,0,,,50,55,44
USW00013882,2/3/1999,0,,,47,61,33
USW00013882,2/4/1999,0,,,52,64,40
USW00013882,2/5/1999,0,,,48,63,32
USW00013882,2/6/1999,0.04,,,52,68,35
USW00013882,2/7/1999,0.02,,,63,74,52
USW00013882,2/8/1999,0,,,54,68,39
USW00013882,2/9/1999,0.78,,,57,71,43
USW00013882,2/10/1999,0.01,,,61,64,57
USW00013882,2/11/1999,0,,,64,72,56
USW00013882,2/12/1999,0.06,,,51,67,35
USW00013882,2/13/1999,0,,,34,39,29
USW00013882,2/14/1999,0,,,36,49,22
USW00013882,2/15/1999,0,,,43,59,26
USW00013882,2/16/1999,0,,,48,65,30
USW00013882,2/17/1999,0.91,,,52,57,47
USW00013882,2/18/1999,0,,,48,55,41
USW00013882,2/19/1999,0.01,,,48,56,39
USW00013882,2/20/1999,0,,,44,57,31
USW00013882,2/21/1999,0,,,37,43,30
USW00013882,2/22/1999,0,,,33,43,23
USW00013882,2/23/1999,0.03,,,40,45,34
USW00013882,2/24/1999,0.12,,,41,48,33
USW00013882,2/25/1999,0,,,50,65,34
USW00013882,2/26/1999,0,,,49,63,34
USW00013882,2/27/1999,1.29,,,53,60,46
USW00013882,2/28/1999,0.17,,,52,60,43
USW00013882,3/1/1999,0,,,47,63,31
USW00013882,3/2/1999,0.37,,,49,67,31
USW00013882,3/3/1999,0.38,,,45,55,34
USW00013882,3/4/1999,0,,,38,51,25
USW00013882,3/5/1999,0,,,45,61,29
USW00013882,3/6/1999,0.41,,,51,62,40
USW00013882,3/7/1999,0,,,42,51,33
USW00013882,3/8/1999,0.07,,,42,50,33
USW00013882,3/9/1999,0.37,,,43,49,36
USW00013882,3/10/1999,0,,,43,47,39
USW00013882,3/11/1999,0,,,44,53,34
USW00013882,3/12/1999,0,,,43,55,31
USW00013882,3/13/1999,0.85,,,40,46,34
USW00013882,3/14/1999,0.15,,,44,48,39
USW00013882,3/15/1999,0,,,46,55,37
USW00013882,3/16/1999,0,,,50,70,30
USW00013882,3/17/1999,0,,,56,75,36
USW00013882,3/18/1999,0,,,58,74,41
USW00013882,3/19/1999,0,,,55,66,44
USW00013882,3/20/1999,0.07,,,58,73,42
USW00013882,3/21/1999,0.36,,,56,64,47
USW00013882,3/22/1999,0,,,50,65,34
USW00013882,3/23/1999,0,,,54,70,37
USW00013882,3/24/1999,0.15,,,57,67,47
USW00013882,3/25/1999,0,,,50,62,38
USW00013882,3/26/1999,0,,,48,57,38
USW00013882,3/27/1999,0,,,48,63,32
USW00013882,3/28/1999,0,,,52,70,34
USW00013882,3/29/1999,0.13,,,52,59,45
USW00013882,3/30/1999,0,,,55,70,39
USW00013882,3/31/1999,0.68,,,57,62,51
USW00013882,4/1/1999,0,,,64,75,53
USW00013882,4/2/1999,0,,,65,81,48
USW00013882,4/3/1999,0,,,74,89,59
USW00013882,4/4/1999,0,,,72,84,60
USW00013882,4/5/1999,0,,,71,87,54
USW00013882,4/6/1999,1.1,,,67,76,57
USW00013882,4/7/1999,0,,,69,83,55
